processed_text,label,original_text
cool thats treat,0,"Thats cool! I am a gentleman and will treat you with dignity and respect.
"
hear shall start,0,"Shall i start from hear.
"
bad feel lar lor need wait,0,"Then we wait 4 u lor... No need 2 feel bad lar...
"
check got message,0,"No did you check? I got his detailed message now
"
anyone confirm enter log ltgt,0,"You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
"
care decided people stuff,0,"No, I decided that only people who care about stuff vote and caring about stuff is for losers
"
den enjoy go ill msg second sound thk ur,0,"Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
"
anyone confirm enter log ltgt,0,"You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
"
baby cool fun making,0,"cool. We will have fun practicing making babies!
"
actually getting house leave ready,0,"Actually getting ready to leave the house.
"
special today,0,"K..k..any special today?
"
day fantastic find important information log lucky surprise today urgent user,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
"
got ta,0,"Then we gotta do it after that
"
got ive jay ten,0,"I've got ten bucks, jay is being noncomittal
"
hungry,0,"Where at were hungry too
"
customer pls speak,0,"Pls speak to that customer machan.
"
amp come dream light moon someone somewhere sweet think true,0,"somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
"
angry care coz da day deep dnt lovable luv nice seriously take true ur way wen wid,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
"
attempt chat contact dear final invited ldn txt uve yr,1,"Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
"
abt opinion ur wats,0,"So wats ur opinion abt him and how abt is character?
"
fucking jay speak tell,0,"Jay is snickering and tells me that x is totally fucking up the chords as we speak
"
cut hair hour,0,"No..few hours before.went to hair cut .
"
car co dun one saw seeing thk wonder,0,"No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
"
pic send take,0,"Lmao. Take a pic and send it to me.
"
better feel gud mrng speak word,0,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)
"
currently shes,0,"No. She's currently in scotland for that.
"
week work,0,"Do you work all this week ?
"
awarded cd congratulation draw either entry free gift music txt ur voucher weekly,1,"Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
"
getting great hungry im lol,0,"Lol great now im getting hungry.
"
message saw yes,0,"Yes.. now only saw your message..
"
ill like ltgt mu second,0,"I'll be at mu in like  &lt;#&gt;  seconds
"
ok,0,"Ok...
"
bit done exam good got ive march still ta thanx thing,0,"THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
"
come idea ill little make month much smoke tell,0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up
"
double good sale,1,"For sale - arsenal dartboard. Good condition but no doubles or trebles!
"
back dont get gym home look sick want,0,"Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
"
alone always happy keep nobody thought time try,0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""
"
lovely rock thanks,0,"Thanks for ve lovely wisheds. You rock
"
great see soon time,0,"You intrepid duo you! Have a great time and see you both soon. 
"
asked chennai come job search,0,"I asked sen to come chennai and search for job.
"
dad oredi went,0,"Dad went out oredi... 
"
anything co done feel havent hope im jus really true yet,0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.
"
dinner dunno early go juz late lor mah still wat,0,"Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
"
fine hows,0,"Arms fine, how's Cardiff and uni? 
"
back fact go leave school think wed,0,"In fact when do you leave? I think addie goes back to school tues or wed
"
amp cool day goodmorning nice sun waiting wish,0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)
"
,0,"Ya:)going for restaurant..
"
askd knw ok tht,0,"Its ok., i just askd did u knw tht no?
"
cash chance custcare entry every free ipod st tscs txt week win wk,1,"Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
"
,0,"Those ducking chinchillas
"
,0,"I am in a marriage function
"
bout company could getting goin head im ish leaving like look meet wil,0,"Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
"
dont friend give mind mine think wot,0,"Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
"
an correct draw entered gift ur voucher whats,1,"As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
"
say thanks,0,"say thanks2. 
"
come msg,0,"Msg me when rajini comes.
"
lesson start taking ure ya,0,"Ya! when are ü taking ure practical lessons? I start in june..  
"
drug good need thats,0,"That's good, because I need drugs
"
possible,0,"Stupid.its not possible
"
co decide going home liao si,0,"Can ü all decide faster cos my sis going home liao..
"
area chat fancy finally free get help join optout reply sexy single stop summer txt yr,1,"Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
"
checking going got haha lor mail online sleeping take wat,0,"U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
"
alone chat cum hope luv na nite time wan xx,1,"CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
"
bt close easy either lose still win world,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
"
etc getting one pound ringtone text tone,1,"Bought one ringtone and now getting texts costing 3 pound offering more tones etc
"
bt chikku nt yet,0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D
"
first get kinda one speak tomo,0,"Kinda. First one gets in at twelve! Aah. Speak tomo
"
asap attempt bonus call caller mobile nd prize reach urgent,1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!
"
come earlier find finish go good later lucky ok take told,0,"Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
"
actually already ask come dad fall home ill im lucky make quite thk wat,0,"Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
"
guaranteed ipod latest mp nokia phone player prize txt,1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+
"
account id ltdecimalgt ltgt,0,"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
"
touch wont,0,"I wont touch you with out your permission.
"
alone day fancy fri hi hotel leave msg pls,1,"Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
"
dear friendship good lovely morning nd rd sm smile st style th ur wonder world,0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear
"
small take,0,"Take some small dose tablet for fever
"
first must oh real shopping valentine,0,"Oh. U must have taken your REAL Valentine out shopping first.
"
address email right sent,0,"Just sent you an email – to an address with incomm in it, is that right?
"
able early get gon little might na night,0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early
"
doesnt end friendship game march may play say start today tomorrow word yesterday,0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e
"
gon im know na nice pay right ticket ya,0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!
"
aft dinner dis im meet nite si wan watching,0,"I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
"
away like,0,"Why you keeping me away like this
"
check far find place think,0,"I think its far more than that but find out. Check google maps for a place from your dorm.
"
co final im jus lor ok project quite start taking today trip yr,0,"My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
"
always saying,0,"Have you always been saying welp?
"
guy im,0,"I'm a guy, browsin is compulsory
"
ok,0,"Ok...
"
forwarded friendship gud name reading seeing smiling two,0,"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
"
call ill later sorry,0,"Sorry, I'll call later
"
add cant care dont dude fuck get hey least money really want,0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)
"
across go happy hello job kiss lover new sea send slave think wake,0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea
"
number told,0,"I told your number to gautham..
"
need tell,0,"Tell them no need to investigate about me anywhere.
"
juz ok receive,0,"Ok i juz receive..
"
beautiful believe cant good later love many morning really said say see thing wanted,0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.
"
account credit free message tc text txt word,1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz
"
come end everything might okay still,0,"In the end she might still vomit but its okay. Not everything will come out.
"
